exception_type,policy_id,insurer,commission_due_date,expected_amount,received_date,received_amount,notes
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1011,Aviva,2025-07-17,8560.73,,,"DPD=74, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-02-12,23464.97,,,"DPD=229, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1015,Aviva,2025-06-14,16068.59,,,"DPD=107, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-03-18,11192.6,,,"DPD=195, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-04-18,9616.45,,,"DPD=164, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,AV-POL1021,Aviva,2025-07-14,2879.92,,,"DPD=77, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-01-11,17679.34,,,"DPD=261, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-03-20,9824.04,,,"DPD=193, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-06-14,24353.43,,,"DPD=107, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1004,Desjardins,2025-07-12,13676.68,,,"DPD=79, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-01-16,24180.35,,,"DPD=256, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1007,Desjardins,2025-04-16,24888.44,,,"DPD=166, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-01-18,7292.64,,,"DPD=254, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1008,Desjardins,2025-05-15,3629.72,,,"DPD=137, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-03-12,8082.72,,,"DPD=201, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-04-11,19075.58,,,"DPD=171, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-05-12,8264.01,,,"DPD=140, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1016,Desjardins,2025-07-15,6682.74,,,"DPD=76, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,DE-POL1020,Desjardins,2025-01-13,8136.53,,,"DPD=259, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-02-11,5515.35,,,"DPD=230, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1003,Intact,2025-06-17,14169.63,,,"DPD=104, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-02-11,17529.89,,,"DPD=230, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1013,Intact,2025-06-11,11642.17,,,"DPD=110, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-06-16,18035.79,,,"DPD=105, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1023,Intact,2025-07-18,4927.62,,,"DPD=73, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1028,Intact,2025-04-13,21316.85,,,"DPD=169, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-01-13,8249.45,,,"DPD=259, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-05-12,18247.64,,,"DPD=140, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,IN-POL1029,Intact,2025-06-11,11541.96,,,"DPD=110, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1002,Manulife,2025-03-14,5211.5,,,"DPD=199, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-02-16,24398.25,,,"DPD=225, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1019,Manulife,2025-07-15,19994.89,,,"DPD=76, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1025,Manulife,2025-02-12,17153.57,,,"DPD=229, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
Late,MA-POL1026,Manulife,2025-05-16,13370.67,,,"DPD=136, Confidence=0.00"
